pincode,coordinates
602748,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602749,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602750,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602751,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602752,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602753,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602754,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602755,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602756,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602757,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602758,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602759,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602760,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602761,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602762,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602763,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602764,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602765,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602766,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602767,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602768,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602769,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602770,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602771,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602772,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602773,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602774,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602775,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602776,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602777,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602778,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602779,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602780,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602781,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602782,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602783,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602784,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602785,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602786,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602787,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602788,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602789,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602790,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602791,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602792,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602793,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602794,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602795,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602796,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602797,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602798,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602799,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602800,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602801,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602802,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602803,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602804,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602805,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602806,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602807,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602808,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602809,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602810,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602811,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602812,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602813,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602814,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602815,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602816,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602817,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602818,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602819,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602820,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602821,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602822,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602823,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602824,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602825,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602826,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602827,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602828,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602829,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602830,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602831,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602832,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602833,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602834,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602835,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602836,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602837,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602838,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602839,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602840,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602841,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602842,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602843,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602844,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602845,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602846,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602847,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602848,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602849,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602850,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602851,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602852,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602853,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602854,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602855,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602856,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602857,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602858,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602859,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602860,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602861,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602862,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602863,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602864,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602865,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602866,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602867,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602868,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602869,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602870,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602871,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602872,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602873,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602874,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602875,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602876,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602877,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602878,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602879,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602880,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602881,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602882,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602883,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602884,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602885,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602886,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602887,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602888,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602889,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602890,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602891,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602892,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602893,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602894,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602895,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602896,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602897,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602898,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602899,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602900,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602901,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602902,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602903,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602904,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602905,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602906,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602907,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602908,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602909,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602910,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602911,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602912,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602913,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602914,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602915,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602916,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602917,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602918,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602919,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602920,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602921,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602922,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602923,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602924,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602925,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602926,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602927,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602928,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602929,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602930,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602931,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602932,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602933,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602934,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602935,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602936,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602937,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602938,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602939,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602940,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602941,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602942,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602943,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602944,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602945,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602946,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602947,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602948,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602949,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602950,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602951,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602952,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602953,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602954,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602955,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602956,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602957,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602958,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602959,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602960,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602961,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602962,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602963,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602964,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602965,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602966,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602967,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602968,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602969,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602970,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602971,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602972,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602973,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602974,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602975,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602976,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602977,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602978,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602979,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602980,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602981,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602982,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602983,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602984,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602985,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602986,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602987,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602988,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602989,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602990,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602991,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602992,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602993,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602994,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602995,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602996,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602997,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602998,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
602999,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603000,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603001,"{'latitude': 12.64707374572754, 'longitude': 79.98773193359375}"
603002,"{'latitude': 12.693621635437012, 'longitude': 79.98050689697266}"
603003,"{'latitude': 12.665844917297363, 'longitude': 80.01824951171875}"
603004,"{'latitude': 12.732797622680664, 'longitude': 80.00192260742188}"
603005,"{'latitude': 56.38029861450195, 'longitude': 43.74208068847656}"
603006,"{'latitude': 56.31792831420898, 'longitude': 44.01047897338867}"
603007,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603008,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603009,"{'latitude': 56.25746154785156, 'longitude': 43.97280883789063}"
603010,"{'latitude': 56.31072235107422, 'longitude': 43.92439270019531}"
603011,"{'latitude': 25.98067, 'longitude': 79.46254}"
603012,"{'latitude': 25.98067, 'longitude': 79.46254}"
603013,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603014,"{'latitude': 56.32886505126953, 'longitude': 43.879486083984375}"
603015,"{'latitude': 56.311279296875, 'longitude': 43.86837005615234}"
603016,"{'latitude': 25.98067, 'longitude': 79.46254}"
603017,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603018,"{'latitude': 56.22137069702149, 'longitude': 43.835079193115234}"
603019,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603020,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603021,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603022,"{'latitude': 25.98067, 'longitude': 79.46254}"
603023,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603024,"{'latitude': 25.98067, 'longitude': 79.46254}"
603025,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603026,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603027,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603028,"{'latitude': 56.31407165527344, 'longitude': 43.895729064941406}"
603029,"{'latitude': 25.98067, 'longitude': 79.46254}"
603030,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603031,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603032,"{'latitude': 25.98067, 'longitude': 79.46254}"
603033,"{'latitude': 25.98067, 'longitude': 79.46254}"
603034,"{'latitude': 25.98067, 'longitude': 79.46254}"
603035,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603036,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603037,"{'latitude': 56.344383239746094, 'longitude': 43.83822250366211}"
603038,"{'latitude': 25.98067, 'longitude': 79.46254}"
603039,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603040,"{'latitude': 25.98067, 'longitude': 79.46254}"
603041,"{'latitude': 56.24085998535156, 'longitude': 43.85987854003906}"
603042,"{'latitude': 25.98067, 'longitude': 79.46254}"
603043,"{'latitude': 25.98067, 'longitude': 79.46254}"
603044,"{'latitude': 25.98067, 'longitude': 79.46254}"
603045,"{'latitude': 56.34024429321289, 'longitude': 43.82787322998047}"
603046,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603047,"{'latitude': 25.98067, 'longitude': 79.46254}"
603048,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603049,"{'latitude': 56.19932174682617, 'longitude': 43.7684440612793}"
603050,"{'latitude': 56.36080932617188, 'longitude': 43.82389831542969}"
603051,"{'latitude': 56.38932418823242, 'longitude': 43.761112213134766}"
603052,"{'latitude': 56.33044052124024, 'longitude': 43.90058898925781}"
603053,"{'latitude': 56.26273727416992, 'longitude': 43.8996696472168}"
603054,"{'latitude': 56.34886169433594, 'longitude': 43.850860595703125}"
603055,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603056,"{'latitude': 25.98067, 'longitude': 79.46254}"
603057,"{'latitude': 25.98067, 'longitude': 79.46254}"
603058,"{'latitude': 25.98067, 'longitude': 79.46254}"
603059,"{'latitude': 25.98067, 'longitude': 79.46254}"
603060,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603061,"{'latitude': 56.26752853393555, 'longitude': 43.92675018310547}"
603062,"{'latitude': 25.98067, 'longitude': 79.46254}"
603063,"{'latitude': 25.98067, 'longitude': 79.46254}"
603064,"{'latitude': 25.98067, 'longitude': 79.46254}"
603065,"{'latitude': 25.98067, 'longitude': 79.46254}"
603066,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603067,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603068,"{'latitude': 56.3801155090332, 'longitude': 43.79676055908203}"
603069,"{'latitude': 25.98067, 'longitude': 79.46254}"
603070,"{'latitude': 56.335899353027344, 'longitude': 43.935302734375}"
603071,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603072,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603073,"{'latitude': 25.98067, 'longitude': 79.46254}"
603074,"{'latitude': 25.98067, 'longitude': 79.46254}"
603075,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603076,"{'latitude': 56.28520965576172, 'longitude': 43.928489685058594}"
603077,"{'latitude': 25.98067, 'longitude': 79.46254}"
603078,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603079,"{'latitude': 25.98067, 'longitude': 79.46254}"
603080,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603081,"{'latitude': 56.27535629272461, 'longitude': 43.984771728515625}"
603082,"{'latitude': 25.98067, 'longitude': 79.46254}"
603083,"{'latitude': 25.98067, 'longitude': 79.46254}"
603084,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603085,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603086,"{'latitude': 56.331321716308594, 'longitude': 43.95396041870117}"
603087,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603088,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603089,"{'latitude': 25.98067, 'longitude': 79.46254}"
603090,"{'latitude': 25.98067, 'longitude': 79.46254}"
603091,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603092,"{'latitude': 25.98067, 'longitude': 79.46254}"
603093,"{'latitude': 56.30815887451172, 'longitude': 44.07437133789063}"
603094,"{'latitude': 25.98067, 'longitude': 79.46254}"
603095,"{'latitude': 25.98067, 'longitude': 79.46254}"
603096,"{'latitude': 25.98067, 'longitude': 79.46254}"
603097,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603098,"{'latitude': 25.98067, 'longitude': 79.46254}"
603099,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603100,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603101,"{'latitude': 12.702138900756836, 'longitude': 79.96492004394531}"
603102,"{'latitude': 12.508458137512209, 'longitude': 80.1582260131836}"
603103,"{'latitude': 12.837653160095217, 'longitude': 80.23419189453125}"
603104,"{'latitude': 12.619720458984377, 'longitude': 80.18295288085938}"
603105,"{'latitude': 12.660861015319824, 'longitude': 80.11844635009766}"
603106,"{'latitude': 12.733638763427734, 'longitude': 79.90941619873047}"
603107,"{'latitude': 12.670110702514648, 'longitude': 79.8901138305664}"
603108,"{'latitude': 12.711191177368164, 'longitude': 80.11021423339844}"
603109,"{'latitude': 12.609009742736816, 'longitude': 80.05697631835938}"
603110,"{'latitude': 12.709479331970217, 'longitude': 80.19232940673828}"
603111,"{'latitude': 12.662174224853516, 'longitude': 79.96720123291016}"
603112,"{'latitude': 12.75959587097168, 'longitude': 80.19598388671875}"
603113,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603114,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603115,"{'latitude': 11.602801322937012, 'longitude': 79.518798828125}"
603116,"{'latitude': 25.98067, 'longitude': 79.46254}"
603117,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603118,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603119,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603120,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603121,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603122,"{'latitude': 56.29088973999024, 'longitude': 44.04558944702149}"
603123,"{'latitude': 25.98067, 'longitude': 79.46254}"
603124,"{'latitude': 25.98067, 'longitude': 79.46254}"
603125,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603126,"{'latitude': 25.98067, 'longitude': 79.46254}"
603127,"{'latitude': 12.562889099121094, 'longitude': 80.1205825805664}"
603128,"{'latitude': 25.98067, 'longitude': 79.46254}"
603129,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603130,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603131,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603132,"{'latitude': 25.98067, 'longitude': 79.46254}"
603133,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
603134,"{'latitude': 25.98067, 'longitude': 79.46254}"
603135,"{'latitude': 56.28146743774414, 'longitude': 43.924049377441406}"
603136,"{'latitude': 25.98067, 'longitude': 79.46254}"
603137,"{'latitude': 56.23243713378906, 'longitude': 43.95027542114258}"
603138,"{'latitude': 25.98067, 'longitude': 79.46254}"
603139,"{'latitude': 25.98067, 'longitude': 79.46254}"
603140,"{'latitude': 56.29538345336914, 'longitude': 43.94398498535156}"
603141,"{'latitude': 25.98067, 'longitude': 79.46254}"
603142,"{'latitude': 56.23217010498047, 'longitude': 43.82814025878906}"
603143,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
